company_name,industry
Turtle Jack's,Restaurants
Tutor Doctor,Education Administration Programs
TV Corporation VietNam,Media Production
TVO,Media Production
TVS Motor Company,Motor Vehicle Manufacturing
Greenway Property Solutions.,Real Estate - Management
TwentyFirst Financial,Financial Services
GREENWIN PROPERTY MGNT,Real Estate - Management
TWI Food Inc,Food and Beverage Manufacturing
TWI Foods Inc.,Food and Beverage Manufacturing
Twin Health,"Health, Wellness and Fitness"
Twitch,Internet Publishing
Two Sevens Capital,Investment Management
TY Peak Tax,Accounting & Advisory
Tyndale University,Higher Education
Tysys Capital Group,Financial Services
Tzur Management,Financial Services
U31 Design,Financial Services
UBC Sauder School of Business,Higher Education
Uber,Software Development
UberEats,Software Development
Uberflip,Software Development
Ubini Ind Nig,Software Development
UBIQUANT,Software Development
Ubisoft,Computer Games
Ubisoft Toronto,Computer Games
UBS,Financial Services
UCAN FASTENING PRODUCTS,Manufacturing
UCLA Anderson School of Management,Higher Education
Greybrook Realty Partners,Real Estate - Management
Udemy,E-Learning Providers
UHY Forbes Andersen,Accounting & Advisory
"UHY McGovern Hurley LLP (formerly McGovern, Hurley, Cunningham, LLP)",Accounting & Advisory
UJA Federation of Greater Toronto,Non-profit Organizations
HPI Realty Management Inc,Real Estate - Management
uLawPractice.com,Software Development
Uline,Retail Office Equipment
Ullman Wealth Management,Financial Services
Ultra Clear Engine Fluids,Chemical Manufacturing
Ultra Maritime,Insurance
UltraTech Cement,Wholesale Building Materials
UMA co-operative Bank,Wholesale Building Materials
UMA SMART,Business Consulting and Services
UMB Fund Services,Financial Services
Umbra,Design Services
UMC High School,Education Administration Programs
Uncle Tetsu Metrotown Inc.,Insurance
Under Armour,Retail Apparel and Fashion
Undergraduate Business Society (UBS),Higher Education
UNDP,Building Materials
Unemployed at this time,Accounting
UNFI,Food and Beverage Manufacturing
Unican International Ltd,Consumer Goods
UNICEF,Non-profit Organizations
Unifrax I LLC,Accounting & Advisory
Unilever,Manufacturing
Unilever Water & Air Wellness - North America,Manufacturing
Unilock,Wholesale Building Materials
Unilux CRFC,Industrial Machinery Manufacturing
Union Bank of Nigeria,Banking
Union General Contracting Inc.,Accounting & Advisory
Union Lighting & Furnishings,Furniture and Home Furnishings Manufacturing
Union North (Pvt) Ltd,Retail Apparel and Fashion
Union Power Brokerage,Insurance
Union Strategies Inc.,Public Relations and Communications Services
Unionville Athletic Club,Entertainment
UNIQLO Canada,Retail Apparel and Fashion
Unique Accounting Services,Accounting & Advisory
Unison Health & Community Services,Non-profit Organizations
Unisync Group Limited,Retail Apparel and Fashion
Unit4,Software Development
United Airlines,Airlines and Aviation
United Bank of Ethiopia,Banking
United Company For Chemical Industries,Chemical Manufacturing
United Dairy and Grocers Inc.,Food and Beverage Services
UNITED GROUP OF COMPANIES-ONTARIO,Truck Transportation
United Nations,Non-profit Organizations
United Nations Population Fund (UNFPA),Non-profit Organizations
Humbold Properties,Real Estate - Management
United Services Grp,Facilities Services
United Van Lines (Canada) Ltd.,Truck Transportation
United Way,Non-profit Organizations
Unity Health Toronto,Hospitals and Health Care
Univeristy of Toronto Schools,Higher Education
Universal Field Supplies,Retail Office Equipment
"Universal Finance Organization, UWaterloo",Financial Services
Universal Lighting Group,Furniture and Home Furnishings Manufacturing
Universal Logistics Solutions,Logistics and Supply Chain
Universal Soul Service Corp.,Wellness and Fitness Services
Universal Tax Service,Accounting & Advisory
Universe Business& Tax Consultants Inc.,Accounting & Advisory
UniversitÃ© de l'Ontario franÃ§ais,Higher Education
Universitat Oberta de Catalunya,Government Administration
University Health Network,Hospitals and Health Care
University of Benin,Higher Education
University of Guelph,Higher Education
University of Guelph Alumni,Higher Education
University of Guelph-Humber,Higher Education
University of Illinois System,Higher Education
University of International Business and Economics,Higher Education
University of Manitoba,Higher Education
University of Ottawa,Higher Education
University of the Fraser Valley,Higher Education
University of Toronto,Higher Education
University of Toronto - Master of Management & Professional Accounting,Higher Education
University of Toronto - Rotman School of Management,Higher Education
University of Toronto Asset Management Corporation (UTAM),Higher Education
University of Toronto Bookstore,Higher Education
University of Toronto Consulting Association,Higher Education
University of Toronto Engineering,Higher Education
University of Toronto Mississauga,Higher Education
University of Toronto Press,Higher Education
University of Toronto Scarborough,Higher Education
University of Waterloo,Higher Education
University of Waterloo - School of Accounting and Finance,Higher Education
University of Waterloo Accounting Conference,Higher Education
University of Waterloo Student Venture Fund,Higher Education
University of Windsor,Higher Education
University Pension Plan Ontario,Higher Education
University Students' Council at Western University,Higher Education
University Students'Ã¢â‚¬â€¹ Council at Western University,Higher Education
unknown,Accounting
UNOapp,Accounting
Unyte Health Inc.,Wellness and Fitness Services
UofT Hatchery,Higher Education
Upadhyay & Company LLP,Accounting & Advisory
Upbeet Foods,Food and Beverage Services
Upchain,Software Development
Upfield,Manufacturing
upGrad,Manufacturing
"Upgrade, Inc.",Financial Services
UPL,Accounting
ICC Property Management,Real Estate - Management
Upper Canada Soap,Manufacturing
Upper Canada Specialty Hardware,Manufacturing
Upper Madison College - UMC,Higher Education
UPS,"Transportation, Logistics and Storage"
UpSmart Strategy Consulting Inc.,Business Consulting and Services
Uptown Communications - Rogers Authorized Dealer,Telecommunications
Uptown Eye Specialists,"Health, Wellness and Fitness"
Upwork,Internet Publishing
ICC Property Management Ltd,Real Estate - Management
Urban Air Trampoline & Adventure Parks,Entertainment Providers
Inside Edge Properties,Real Estate - Management
Insight Production Company,Real Estate - Management
Integrity Property Management Services Inc.,Real Estate - Management
Kasa Co,Real Estate - Management
Urgently,Architecture and Planning
URtech Manufacturing,"Appliances, Electrical, and Electronics Manufacturing"
"USA Specialty Insurance, LLC",Insurance
USA Truck Brokers SAS,Automotive
USAID,Manufacturing
US-Canada Tax Experts,Accounting & Advisory
UserTesting,Internet Publishing
UT Trans Inc.,Logistics and Supply Chain
Util Canada Ltd.,Manufacturing
UTIL Group,Manufacturing
"Utilant, LLC",IT Services and IT Consulting
UTM Capital Management,Financial Services
UTMAGS,Non-profit Organizations
UW DECA,Higher Education
UW Finance Association,Higher Education
UW Management Consulting Club (UWMCC),Higher Education
V.A. Tax and Accounting Firm,Accounting & Advisory
V.K. Jain & Associates,Legal Services
V4U LOGISTIC INC,Logistics and Supply Chain
Key Property Management,Real Estate - Management
Vaccaro Inc. o/a Via Espresso,Consumer Goods
Vaco,Staffing and Recruiting
Vaco Binary Semantics LLP,Staffing and Recruiting
Vaco Canada,Staffing and Recruiting
Vaco Lannick,Staffing and Recruiting
Valard Construction LP,Staffing and Recruiting
Vale,Mining
Vale - Canada,Mining
Vale canada,Mining
Vale Canada Limited,Mining
Vale Canada Ltd. - Strategic Infrastructure Projects,Mining
"Vale Canada, Ontario Operations, Nickel",Mining
Vale Inco,Mining
Vale Ontario Operations,Mining
Valenta BPO,IT Services and IT Consulting
VALERIA INC.,Media Production
Kulu International Ltd.,Real Estate - Management
Valida Health,Hospitals and Health Care
Validere,Oil and Gas
Validus Risk Management,Financial Services
Valitas Capital Partners Inc.,Investment Banking
Valor Distributions,Logistics and Supply Chain
Luxor Management Inc.,Real Estate - Management
Mallette-Goring Inc.,Real Estate - Management
MC Commercial (Mabe),Real Estate - Management
Valsoft Corporation,Software Development
Value Centres Inc.,Consumer Goods
Value Mobile,Retail
MC Commercial Inc.,Real Estate - Management
McCOR,Real Estate - Management
Vancity,Financial Services
Vancouver Coastal Health,Hospitals and Health Care
McCOR Management,Real Estate - Management
"McCor Management Inc., Toronto",Real Estate - Management
McCormick & Company,Real Estate - Management
Vanguard,Investment Management
Vanguard Canada,Investment Management
Vanguard Investments Canada Inc.,Investment Management
Varicent,Software Development
Various Companies,Accounting
Various private companies,Accounting
Variuos clients,Accounting
Varma classes,Accounting
Varshil Packaging Pvt. Ltd.,Packaging and Containers Manufacturing
Vault Capital Corporation,Financial Services
Vault Credit Corporation,Financial Services
Vault Mortgage Corporation,Financial Services
Vaultra Storage,Warehousing and Storage
VAVA Truck Lines,Logistics and Supply Chain
VaxCare,IT Services and IT Consulting
VCA Tax Consultants,Accounting & Advisory
Vector Financial Services Limited,Financial Services
Vector Media Canada,Marketing
Veeam Software,Software Development
Vega,Food and Beverage Manufacturing
Vegfresh Inc,Food and Beverage Manufacturing
Vela Software,Software Development
Velocity Trade,Financial Services
Velos Capital Corp.,Venture Capital and Private Equity
Vena Solutions,Software Development
Venbridge,Financial Services
VendorPM,Software Development
McLeod Reality & Management Ltd.,Real Estate - Management
Ventigence Private Ltd.,Business Consulting and Services
Ventura Foods,Food and Beverage Manufacturing
Ventura Foods Canada,Food and Beverage Manufacturing
Venture Capitali Inc,Venture Capital & Private Equity
Venture Computers of Canada Inc.,IT Services and IT Consulting
MCM 2001,Real Estate - Management
Venture Sourcing Group,Staffing and Recruiting
Venture Steel Inc.,Manufacturing
Venus Concept,Medical Equipment Manufacturing
Venus Concept Inc.,Medical Equipment Manufacturing
Veoneer,Motor Vehicle Manufacturing
MetCap,Real Estate - Management
MetCap Living,Real Estate - Management
Verdigris,Software Development
Verhoeff Group of companies,Investment Management
Veriday,Investment Management
Veritas Communications,Public Relations and Communications Services
Verity Pharmaceutical Manufacturing,Pharmaceutical Manufacturing
Vermeer Canada Inc.,Machinery Manufacturing
Versapay,Financial Services
Versity Investments Partnership,Investment Management
MetCap Living Management Inc,Real Estate - Management
Met-Cap Living Management Inc.,Real Estate - Management
VERTU Capital,Venture Capital and Private Equity
Vertu Corporation,Telecommunications
Verve Senior Living,Hospitality
Very Great,Manufacturing
VetStrategy,Veterinary Services
Vexos Markham,"Appliances, Electrical, and Electronics Manufacturing"
VFG Financial Group,Financial Services
VG Engineering Inc.,Industrial Machinery Manufacturing
VGW,Software Development
VH Fashion Pvt. Ltd.,Retail Apparel and Fashion
VHA Home HealthCare,Hospitals and Health Care
ViacomCBS,Entertainment Providers
Vialian Smart IT Financial Solutions,Accounting & Advisory
Vialto Partners,Accounting & Advisory
Viasoo Ltd.,Accounting & Advisory
Viatris,Pharmaceutical Manufacturing
Vicalder Investment,Financial Services
VICE Canada,Media Production
VICOSTONE CANADA INC.,Wholesale Building Materials
Victaulic,Industrial Machinery Manufacturing
Victoria Mutual Group,Financial Services
Victoria Strong Manufacturing Corporation,Manufacturing
Victoria Village Children's Services Limited,Non-profit Organizations
Victoria Village Group of Companies,Non-profit Organizations
Vicwest Building Products,Wholesale Building Materials
Vidyard,Online Audio and Video Media
Vidyo,IT Services and IT Consulting
Viessmann,Renewable Energy Semiconductor Manufacturing
Vietnam Bank for Agriculture and Rural Development,Banking
Vietnam Oman Investment,Venture Capital and Private Equity
Vietnamese Student Association,Non-profit Organizations
Vigilant Technologies,IT Services and IT Consulting
Vijay Mehra & Co.,Accounting & Advisory
Viktoriya Zadorozhna Accounting Services,Accounting & Advisory
Vilaas Decor,Furniture and Home Furnishings Manufacturing
Villa Charities Inc.,Non-profit Organizations
Village Media,Entertainment
Village of Humber Heights,Hospitality
Morguard,Real Estate - Management
Vina Auto,Automotive
"Vincent G. Dong, CPA, CA",Accounting & Advisory
Vincent Investment product,Investment Management
Morguard Corporation,Real Estate - Management
Morguard Investments Limited,Real Estate - Management
